X,Y,OBJECTID,CASENUMBER,LECASENUM,CRASH_KEY,AV_DATE,MNTH,DAYOFWEEK,TIMESTR,DISTRICT,CNTY,CITYNAME,SYSTEMSTR,LITERAL,FRSTHARM,LOCFSTHRM,CRCOMNNR,MAJCSE,DRUGALC,ECNTCRC,LGHT,LGHTNG,CSRFCND,WEATHER,RCNTCRC,PAVED,WZRELATED,CSEV,FATALITIES,INJURIES,MAJINJURY,MININJURY,POSSINJURY,UNKINJURY,PROPDMG,VEHICLES,TOCCUPANTS,REPORT,XCOORD,YCOORD,CRASH_YEAR
-93.600547530158366,41.611227134332651,224286,2006230620,,2006028623,20060510,May,Wednesday,00:54,District 1 (Central),Polk,Des Moines,US 69,US 69/E 14TH ST & MATTERN AVE,Collision with:  Vehicle in traffic,On Roadway,Rear-end,Exceeded authorized speed,None Indicated,None apparent,Dark - roadway lighted,Darkness,Dry,Clear,None apparent,Paved,,Fatal,2,0,0,0,0,0,13000,2,3,2001 Officer Paper,449963,4606786,2006
-95.269491208364784,43.12056832313327,224436,2006230118,30712ISP,2006028153,20060721,July,Friday,10:36,District 3 (Northwest),Clay,N/A,,Co Rd M36/160 AVE,Non-collision events:  Overturn/rollover,Roadside,Non-collision,Ran off road - right,Drug,None apparent,Daylight,Daylight,Sand/mud/dirt/oil/gravel,Partly cloudy,Road surface condition,Unpaved,,Fatal,1,1,0,1,0,0,7000,1,2,2001 Officer TraCS,315377,4776703,2006
-91.59628444964909,42.044037630252262,224567,2006233654,06016725,2006031469,20060802,August,Wednesday,23:00,District 6 (East Central),Linn,Marion,,COUNTRY CLUB DR,Collision with:  Parked motor vehicle,On Roadway,Head-on,Exceeded authorized speed,Drug/Alcohol (Statutory),None apparent,Dark - roadway lighted,Darkness,Dry,Clear,None apparent,Paved,,Fatal,1,0,0,0,0,0,10000,2,1,2001 Officer TraCS,616174,4655618,2006
-90.598105943256357,41.595363162730436,224606,2006242487,06-21715,2006039710,20060924,September,Sunday,19:59,District 6 (East Central),Scott,Davenport,,N DIVISION ST,Collision with:  Vehicle in traffic,On Roadway,Head-on,Traveling wrong way or on wrong side of road,Drug/Alcohol (Statutory),None apparent,Dark - roadway not lighted,Darkness,Dry,Clear,None apparent,Paved,,Fatal,1,2,2,0,0,0,20000,2,3,2001 Officer TraCS,700182,4607637,2006
-91.955296969139795,40.955105745787655,224683,2006236348,SO025621,2006033998,20060824,August,Thursday,05:39,District 5 (Southeast),Jefferson,N/A,IA 1,IA 1/IOWA 1,Collision with:  Vehicle in traffic,On Roadway,Head-on,Crossed centerline,None Indicated,None apparent,Dark - roadway not lighted,Darkness,Dry,Clear,Unknown,Paved,,Fatal,1,1,0,1,0,0,10000,2,2,2001 Officer TraCS,587922,4534298,2006
-94.15436552243149,42.034640109393081,224696,2006247097,200614363,2006044060,20061015,October,Sunday,23:08,District 1 (Central),Boone,N/A,US 30,US 30/220TH ST,Collision with:  Vehicle in traffic,On Roadway,Sideswipe - opposite direction,Inattentive/distracted by:  Fatigued/asleep,None Indicated,None apparent,Dark - roadway not lighted,Darkness,Wet,Rain,None apparent,Paved,,Fatal,1,0,0,0,0,0,13000,3,3,2001 Officer TraCS,404450,4654266,2006
-93.540826947343334,42.002082000659044,221128,2004249376,04-27099,2004045213,20041023,October,Saturday,14:58,District 1 (Central),Story,N/A,,Co Rd R70/580TH AVE,Collision with:  Non-motorist (see non-motorist type),On Roadway,Non-collision,Other (explain in narrative):  No improper action,None Indicated,None apparent,Daylight,Daylight,Dry,Partly cloudy,None apparent,Paved,,Fatal,1,0,0,0,0,0,0,1,1,2001 Officer TraCS,455212,4650148,2004
-91.170204704364963,40.945758735067734,221433,2004263288,SP4133622582,2004054857,20041221,December,Tuesday,06:10,District 5 (Southeast),Des Moines,N/A,US 61,US 61/US HWY 61,Non-collision events:  Overturn/rollover,Shoulder,Non-collision,Driving too fast for conditions,None Indicated,Weather conditions,Dark - roadway not lighted,Darkness,Ice,Clear,Road surface condition,Paved,,Fatal,1,3,0,3,0,0,4000,1,4,2001 Officer TraCS,654019,4534347,2004
-92.885044479459253,41.297078566786787,221498,2004256623,SP4140762465,2004051529,20041117,November,Wednesday,11:00,District 5 (Southeast),Marion,N/A,,Co Rd T25/HWY T25,Collision with fixed object:  Bridge/bridge rail/overpass,Shoulder,Non-collision,Operating vehicle in an erratic/reckless/careless/negligent/aggressive manner,Drug,None apparent,Daylight,Daylight,Dry,Cloudy,None apparent,Paved,,Fatal,1,0,0,0,0,0,56000,1,1,2001 Officer TraCS,509625,4571742,2004
-93.570219129636143,41.762313702531927,221557,2004266258,SP4010333730,2004059878,20041229,December,Wednesday,07:54,District 1 (Central),Polk,N/A,I-35,I-35,Collision with fixed object:  Ditch/embankment,Roadside,Non-collision,Crossed centerline,None Indicated,None apparent,Daylight,Daylight,Dry,Cloudy,None apparent,Paved,,Fatal,1,0,0,0,0,0,20300,1,1,2001 Officer TraCS,452601,4623543,2004
-96.049980304591926,41.812782311131862,221643,2005201187,SP5044812013,2005000604,20050102,January,Sunday,13:40,District 4 (Southwest),Harrison,N/A,,Co Rd K45/AUSTIN AVE,Non-collision events:  Overturn/rollover,On Roadway,Non-collision,Ran off road - right,Drug/Alcohol (< Statutory),None apparent,Daylight,Daylight,Ice,Partly cloudy,Road surface condition,Paved,,Fatal,2,2,0,2,0,0,5000,1,4,2001 Officer TraCS,246656,4633487,2005
-91.409797757566494,40.396108991601011,221972,2005212532,,2005008702,20050317,March,Thursday,17:39,District 5 (Southeast),Lee,Keokuk,,HILTON RD,Collision with fixed object:  Tree,Outside trafficway,Non-collision,Exceeded authorized speed,None Indicated,None apparent,Daylight,Daylight,Dry,Clear,None apparent,Paved,,Fatal,2,0,0,0,0,0,1000,1,2,2001 Officer Paper,634955,4472936,2005
-91.607800510176361,43.058790234251582,227079,2007390935,43228ISP,2007037501,20070906,September,Thursday,21:08,District 2 (Northeast),Fayette,N/A,US 18,US 18/HARDING RD,Collision with:  Animal,On Roadway,Non-collision,Animal,None Indicated,Animal in roadway,Dark - roadway not lighted,Darkness,Dry,Partly cloudy,None apparent,Paved,,Fatal,1,0,0,0,0,0,5000,1,1,2001 Officer TraCS,613369,4768283,2007
-91.564128959833312,40.726082691290877,227416,2008432388,08-1082,2008014550,20080314,March,Friday,13:03,District 5 (Southeast),Lee,N/A,US 218,US 218 & Co Rd J40/160 ST & CO RD 103,Collision with:  Vehicle in/from other roadway,On Roadway,Broadside,FTYROW:  From yield sign,None Indicated,None apparent,Daylight,Daylight,Dry,Clear,None apparent,Paved,,Fatal,1,1,0,0,1,0,6200,2,2,2001 Officer TraCS,621260,4509341,2008
-94.261242556968256,41.048631376678003,227733,2008428041,08S-012,2008010619,20080218,February,Monday,15:36,District 4 (Southwest),Union,N/A,US 34,US 34 & Co Rd P43/LARK AVE,Collision with:  Vehicle in traffic,On Roadway,Head-on,Lost Control,None Indicated,Other (explain in narrative),Daylight,Daylight,Other (explain in narrative),Blowing sand/soil/dirt/snow,Road surface condition,Paved,,Fatal,1,2,1,1,0,0,13500,2,3,2001 Officer TraCS,394005,4544921,2008
-95.503851919061049,41.030632373828809,227808,2008421769,,2008005073,20080121,January,Monday,18:33,District 4 (Southwest),Mills,N/A,US 34,US 34,Collision with:  Vehicle in traffic,On Roadway,Head-on,Lost Control,None Indicated,Weather conditions,Dark - roadway not lighted,Darkness,Snow,Snow,Road surface condition,Paved,,Fatal,1,1,1,0,0,0,13000,2,5,2001 Officer Paper,289511,4545177,2008
-94.248562616987996,41.04821998667375,228103,2008473991,08S-051,2008051076,20081123,November,Sunday,19:24,District 4 (Southwest),Union,N/A,US 34,US 34,Collision with:  Animal,On Roadway,Non-collision,Animal,None Indicated,Animal in roadway,Dark - roadway not lighted,Darkness,Dry,Clear,None apparent,Paved,,Fatal,1,1,1,0,0,0,12000,1,2,2001 Officer TraCS,395070,4544860,2008
-91.354246337191768,41.587486285689074,228154,2008478677,55918ISP,2008055364,20081206,December,Saturday,10:10,District 5 (Southeast),Muscatine,N/A,US 6,US 6,Collision with:  Vehicle in traffic,On Roadway,Head-on,Crossed centerline,Alcohol (Statutory),None apparent,Daylight,Daylight,Dry,Clear,None apparent,Paved,,Fatal,2,0,0,0,0,0,20000,2,3,2001 Officer TraCS,637177,4605284,2008
-91.369557467677552,42.998399844218191,228255,2008470049,49870ISP,2008047510,20081030,October,Thursday,16:50,District 2 (Northeast),Clayton,N/A,,Co Rd X28/GOLDEN AVE,Collision with:  Vehicle in traffic,On Roadway,Head-on,FTYROW:  Making left turn,None Indicated,None apparent,Daylight,Daylight,Dry,Clear,None apparent,Paved,,Fatal,1,0,0,0,0,0,20500,2,2,2001 Officer TraCS,632900,4761926,2008
-91.242772587142625,40.834299394524223,228302,2008466784,S08-36593,2008044573,20081005,October,Sunday,00:17,District 5 (Southeast),Des Moines,N/A,,SOUTH PRAIRIE GROVE RD,Collision with fixed object:  Ditch/embankment,Roadside,Non-collision,Ran off road - straight,Alcohol (Statutory),None apparent,Dark - roadway lighted,Darkness,Dry,Partly cloudy,None apparent,Unpaved,,Fatal,1,1,0,1,0,0,5000,1,2,2001 Officer TraCS,648159,4521848,2008
-93.026453410194776,42.643276626514179,228374,2008464879,44548ISP,2008042866,20080921,September,Sunday,16:12,District 2 (Northeast),Franklin,N/A,,280 ST & FRANKLIN AVE & 80TH ST,Collision with:  Vehicle in traffic,On Roadway,Broadside,FTYROW:  At uncontrolled intersection,None Indicated,Physical obstruction,Daylight,Daylight,Dry,Clear,None apparent,Unpaved,,Fatal,2,3,2,1,0,0,18000,2,5,2001 Officer TraCS,497832,4721202,2008
-93.914390155980485,41.519005983850008,228414,2008464003,45819ISP,2008042093,20081001,October,Wednesday,07:34,District 4 (Southwest),Dallas,N/A,,Co Rd F90/360TH ST,Collision with fixed object:  Ditch/embankment,Outside trafficway,Non-collision,Operating vehicle in an erratic/reckless/careless/negligent/aggressive manner,None Indicated,None apparent,Daylight,Daylight,Dry,Clear,None apparent,Paved,,Fatal,1,0,0,0,0,0,17200,1,1,2001 Officer TraCS,423705,4596777,2008
-91.109454308414129,42.515309314052253,228703,2008453605,02-08-6275,2008033066,20080522,May,Thursday,10:26,District 6 (East Central),Dubuque,N/A,IA 136,IA 136/IOWA 136 & FLOYD RD,Collision with:  Vehicle in/from other roadway,On Roadway,Broadside,Ran Stop Sign,None Indicated,None apparent,Daylight,Daylight,Dry,Blowing sand/soil/dirt/snow,None apparent,Paved,,Fatal,1,1,0,1,0,0,33750,2,2,2001 Officer TraCS,655304,4708724,2008
-92.548240550416992,41.6046122297533,228734,2008449687,31995ISP,2008029668,20080702,July,Wednesday,17:58,District 1 (Central),Poweshiek,N/A,US 63,US 63,Collision with:  Vehicle in traffic,On Roadway,Head-on,Driving too fast for conditions,None Indicated,None apparent,Daylight,Daylight,Wet,Rain,None apparent,Paved,,Fatal,1,4,3,0,1,0,24000,3,5,2001 Officer TraCS,537645,4605976,2008
-95.998070868699926,43.186245901109885,229004,2009507355,09-4968,2009019469,20090511,May,Monday,19:19,District 3 (Northwest),Sioux,Boyden,US 18,US 18/320TH ST,Collision with:  Vehicle in traffic,On Roadway,Head-on,Crossed centerline,None Indicated,None apparent,Daylight,Daylight,Dry,Partly cloudy,None apparent,Paved,,Fatal,1,1,0,0,1,0,25000,2,2,2001 Officer TraCS,256365,4785861,2009
-93.678646909721451,41.440635003640004,230098,2009517748,2009-0859,2009028768,20090625,June,Thursday,22:30,District 5 (Southeast),Warren,N/A,,Co Rd G24/HWY G24,Non-collision events:  Overturn/rollover,Outside trafficway,Non-collision,Exceeded authorized speed,None Indicated,None apparent,Dark - roadway not lighted,Darkness,Dry,Clear,None apparent,Paved,,Fatal,1,2,1,1,0,0,8000,1,3,2001 Officer TraCS,443307,4587895,2009
-93.620427862464695,42.038336156320028,226200,2007211572,07-004630,2007011091,20070304,March,Sunday,16:39,District 1 (Central),Story,Ames,US 69,US 69/GRAND AVE & 16TH ST,Collision with:  Vehicle in traffic,On Roadway,Broadside,Ran Stop Sign,None Indicated,None apparent,Daylight,Daylight,Dry,Clear,None apparent,Paved,,Fatal,1,3,0,3,0,0,22000,3,4,2001 Officer TraCS,448649,4654218,2007
-91.425734901451222,41.496121097198021,226934,2007400010,49548ISP,2007045433,20071018,October,Thursday,06:22,District 6 (East Central),Johnson,N/A,IA 22,IA 22/IOWA 22 & Co Rd X14/WAPSI AVE SE,Collision with:  Vehicle in traffic,On Roadway,Broadside,FTYROW:  From stop sign,None Indicated,None apparent,Dawn,Darkness,Wet,Cloudy,None apparent,Paved,,Fatal,1,1,0,0,1,0,22000,2,2,2001 Officer TraCS,631403,4595029,2007
-92.883984053910481,42.038333191343241,226973,2007395372,2007011926,2007041364,20071007,October,Sunday,15:33,District 1 (Central),Marshall,Marshalltown,,E ANSON ST & S 18TH AVE,Collision with:  Vehicle in traffic,On Roadway,Broadside,Other (explain in narrative):  No improper action,None Indicated,None apparent,Daylight,Daylight,Dry,Partly cloudy,None apparent,Paved,,Fatal,1,6,2,4,0,0,35000,2,11,2001 Officer TraCS,509603,4654038,2007
-91.827443795850442,41.739992657624526,231210,2009546588,2009074571,2009054270,20091229,December,Tuesday,15:00,District 6 (East Central),Johnson,N/A,,RHINE CREEK WAY,Non-collision events:  Overturn/rollover,On Roadway,Non-collision,Ran off road - left,Alcohol (Statutory),Unknown,Daylight,Daylight,Snow,Clear,Road surface condition,Unpaved,,Fatal,1,0,0,0,0,0,10000,1,1,2001 Officer TraCS,597504,4621572,2009
-92.804012137890368,42.007295738326413,231396,2010603445,2010065781,2010048595,20101119,November,Friday,18:01,District 1 (Central),Marshall,N/A,US 30,US 30 & YATES AVE,Collision with:  Vehicle in traffic,On Roadway,Broadside,FTYROW:  From stop sign,None Indicated,None apparent,Dark - roadway not lighted,Darkness,Dry,Clear,None apparent,Paved,,Fatal,1,1,0,0,1,0,27500,2,4,2001 Officer TraCS,516230,4650604,2010
-95.141106823127487,43.360532635594964,231423,2010602980,,2010048170,20101119,November,Friday,16:47,District 3 (Northwest),Dickinson,Arnolds Park,US 71,US 71,Collision with:  Vehicle in traffic,On Roadway,Head-on,Crossed centerline,None Indicated,None apparent,Dark - roadway lighted,Daylight,Dry,Partly cloudy,None apparent,Paved,,Fatal,1,1,1,0,0,0,45000,2,2,2001 Officer Paper,326504,4803078,2010
-90.591054676763306,41.560108715059727,231428,2010599400,10-20790,2010044869,20101107,November,Sunday,11:49,District 6 (East Central),Scott,Davenport,US 6,US 6/W KIMBERLY RD & MARQUETTE ST,Collision with:  Vehicle in traffic,On Roadway,Broadside,Ran Traffic Signal,None Indicated,None apparent,Daylight,Daylight,Dry,Clear,None apparent,Paved,,Fatal,1,0,0,0,0,0,9500,3,5,2001 Officer TraCS,700879,4603739,2010
-90.582227631528369,41.538280962473287,231466,2010596941,1019864,2010042627,20101024,October,Sunday,02:56,District 6 (East Central),Scott,Davenport,,W LOCUST ST,Collision with:  Non-motorist (see non-motorist type),On Roadway,Non-collision,Other (explain in narrative):  No improper action,Alcohol (Statutory),Weather conditions,Dark - roadway lighted,Darkness,Wet,Rain,None apparent,Paved,,Fatal,1,0,0,0,0,0,6000,1,1,2001 Officer TraCS,701683,4601336,2010
-96.175488728261968,42.361877673006958,232058,2010569650,2010026083,2010018661,20100424,April,Saturday,15:46,District 3 (Northwest),Woodbury,N/A,,Co Rd D25/OLD HWY 141,Collision with fixed object:  Ditch/embankment,Roadside,Non-collision,Exceeded authorized speed,Alcohol (Statutory),None apparent,Daylight,Daylight,Dry,Partly cloudy,None apparent,Paved,,Fatal,1,0,0,0,0,0,5100,1,1,2001 Officer TraCS,238497,4694841,2010
-94.480472830530218,41.49602483682466,234148,2012671817,2012006069  ,2012004625,20120129,January,Sunday,10:50,District 4 (Southwest),Adair,N/A,I-80  ,I-80                                                                                                                                                                                                                                                          ,Collision with fixed object:  Ditch/embankment,Outside trafficway,Non-collision,Ran off road - left,None Indicated,None apparent,Daylight,Daylight,Dry,Partly cloudy,None apparent,Paved,,Fatal,2,1,0,0,1,0,15500,1,3,2001 Officer TraCS,376427,4594880,2012
-94.482226937847017,43.474080795556915,234167,2012669476,32010-12    ,2012002780,20120120,January,Friday,18:00,District 3 (Northwest),Emmet,N/A,,Co Rd A17/120 ST & Co Rd P12/560 AVE                                                                                                                                                                                                                          ,Collision with fixed object:  Ditch/embankment,On Roadway,Non-collision,Ran Stop Sign,Drug/Alcohol (Statutory),Weather conditions,Dark - roadway not lighted,Darkness,Snow,Snow,Road surface condition,Paved,,Fatal,1,2,0,2,0,0,15000,1,3,2001 Officer TraCS,380119,4814529,2012
-92.109305736255493,41.779695056137278,234361,2011665129,11-141219-01,2011048181,20111219,December,Monday,06:45,District 6 (East Central),Iowa,N/A,US 6,US 6,Collision with fixed object:  Ditch/embankment,Roadside,Non-collision,Driving too fast for conditions,None Indicated,Weather conditions,Dark - roadway not lighted,Darkness,Ice,Cloudy,Road surface condition,Paved,,Fatal,1,0,0,0,0,0,8000,1,1,2001 Officer TraCS,574020,4625699,2011
-91.715597974608357,41.307714966634016,234485,2013778081,,2013050278,20131002,October,Wednesday,13:49,District 5 (Southeast),Washington,Washington,IA 1  ,IA 1/IOWA 1 & W 5TH ST                                                                                                                                                                                                                                        ,Collision with:  Vehicle in/from other roadway,On Roadway,Broadside,Ran Stop Sign,None Indicated,None apparent,Daylight,Daylight,Dry,Clear,None apparent,Paved,,Fatal,1,3,3,0,0,0,20000,2,4,2001 Officer Paper,607518,4573712,2013
-95.628472919392337,42.061924119319258,234581,2012671778,2012006414  ,2012004586,20120131,January,Tuesday,07:45,District 3 (Northwest),Crawford,N/A,IA 141,IA 141/IOWA 141                                                                                                                                                                                                                                               ,Collision with:  Vehicle in traffic,On Roadway,Rear-end,Other (explain in narrative):  Other improper action,None Indicated,None apparent,Daylight,Daylight,Dry,Clear,None apparent,Paved,,Fatal,1,0,0,0,0,0,4000,2,2,2001 Officer TraCS,282520,4659994,2012
-91.385005779006036,42.734906613140971,234684,2012701297,12-008804   ,2012030517,20120831,August,Friday,20:45,District 2 (Northeast),Clayton,Littleport,,Co Rd X21/LITTLEPORT RD                                                                                                                                                                                                                                       ,Collision with:  Animal,On Roadway,Non-collision,Animal,None Indicated,None apparent,Dark - roadway not lighted,Darkness,Dry,Clear,None apparent,Paved,,Fatal,1,0,0,0,0,0,500,1,1,2001 Officer TraCS,632202,4732641,2012
-91.726438006615268,41.695090033359328,234780,2012693382,2012034844  ,2012023523,20120622,June,Friday,16:04,District 6 (East Central),Johnson,N/A,I-80  ,I-80                                                                                                                                                                                                                                                          ,Collision with:  Vehicle in traffic,On Roadway,Rear-end,Swerving/Evasive Action,None Indicated,Other (explain in narrative),Daylight,Daylight,Dry,Clear,None apparent,Paved,,Fatal,1,0,0,0,0,0,102000,3,5,2001 Officer TraCS,605977,4616706,2012
-92.228358296002355,42.350909796613031,232158,2011627524,2011022336,2011014482,20110412,April,Tuesday,13:38,District 2 (Northeast),Black Hawk,N/A,US 218,US 218,Collision with fixed object:  Bridge/bridge rail/overpass,On Roadway,Head-on,Crossed centerline,None Indicated,None apparent,Daylight,Daylight,Dry,Clear,None apparent,Paved,,Fatal,1,2,2,0,0,0,10000,2,3,2001 Officer TraCS,563554,4689026,2011
-93.169059357162212,41.686503566468751,232276,2011630369,2011027764,2011016996,20110511,May,Wednesday,17:28,District 1 (Central),Jasper,N/A,I-80,I-80,Collision with:  Vehicle in traffic,On Roadway,Head-on,Over correcting/over steering,None Indicated,None apparent,Daylight,Daylight,Dry,Partly cloudy,None apparent,Paved,,Fatal,1,3,1,2,0,0,36000,2,4,2001 Officer TraCS,485931,4614983,2011
-94.609405323599276,41.493220762324384,232308,2011622708,2011016938,2011010390,20110313,March,Sunday,05:00,District 4 (Southwest),Adair,N/A,I-80,I-80,Collision with fixed object:  Ditch/embankment,Median,Non-collision,Ran off road - left,None Indicated,None apparent,Dark - roadway not lighted,Darkness,Dry,Partly cloudy,None apparent,Paved,,Fatal,1,0,0,0,0,0,15000,1,1,2001 Officer TraCS,365659,4594761,2011
-93.109642939838224,41.666642727129869,232367,2011622465,11-7057,2011010179,20110317,March,Thursday,04:40,District 1 (Central),Jasper,N/A,,S 36TH AVE W,Non-collision events:  Overturn/rollover,Roadside,Non-collision,Lost Control,Drug,None apparent,Dark - roadway not lighted,Darkness,Dry,Clear,None apparent,Unpaved,,Fatal,2,1,0,1,0,0,8000,1,3,2001 Officer TraCS,490873,4612770,2011
-93.464621640208151,41.644039635942406,232457,2011625626,11-000757,2011012850,20110407,April,Thursday,07:32,District 1 (Central),Polk,Altoona,,8TH ST SW & 8TH ST SE & 1ST AVE S,Collision with:  Vehicle in traffic,On Roadway,Broadside,Ran Traffic Signal,Drug,None apparent,Daylight,Daylight,Dry,Clear,None apparent,Paved,,Fatal,1,2,0,0,2,0,47000,3,3,2001 Officer TraCS,461308,4610359,2011
-91.681614570589119,41.498753942168641,232469,2011626508,0330210411,2011013570,20110330,March,Wednesday,21:04,District 5 (Southeast),Washington,N/A,,Co Rd W62/ORANGE AVE,Collision with fixed object:  Ditch/embankment,Roadside,Non-collision,Crossed centerline,None Indicated,None apparent,Dark - roadway not lighted,Darkness,Sand/mud/dirt/oil/gravel,Clear,None apparent,Unpaved,,Fatal,1,0,0,0,0,0,10000,1,1,2001 Officer TraCS,610040,4594964,2011
-92.712197813171102,43.039125866208032,233067,2011655620,2011059306,2011039413,20111020,October,Thursday,01:28,District 2 (Northeast),Floyd,N/A,US 18,US 18/US HWY 18,Collision with:  Vehicle in traffic,On Roadway,Head-on,Ran off road - right,None Indicated,None apparent,Dark - roadway not lighted,Darkness,Dry,Clear,None apparent,Paved,,Fatal,2,0,0,0,0,0,32000,2,2,2001 Officer TraCS,523444,4765199,2011
-96.012159462854939,42.616379199289746,229125,2009485212,SO9000085,2009001267,20090113,January,Tuesday,05:30,District 3 (Northwest),Plymouth,N/A,,Co Rd C66/POLK AVE,Collision with fixed object:  Poles (utility/light/etc.),Roadside,Non-collision,Swerving/Evasive Action,None Indicated,None apparent,Dark - roadway not lighted,Darkness,Ice,Clear,Road surface condition,Paved,,Fatal,1,0,0,0,0,0,4500,1,1,2001 Officer TraCS,252953,4722614,2009
-95.04501717065537,41.421007997422038,229212,2009485424,2009000344,2009001368,20090103,January,Saturday,00:03,District 4 (Southwest),Cass,N/A,IA 83,IA 83/MARNE RD,Collision with fixed object:  Tree,Shoulder,Non-collision,Ran off road - right,Alcohol (Statutory),None apparent,Dark - roadway not lighted,Darkness,Dry,Clear,None apparent,Paved,,Fatal,1,0,0,0,0,0,3500,1,1,2001 Officer TraCS,329106,4587512,2009
-96.24154113181018,42.205198122890387,229353,2009494159,2009004650,2009008129,20090117,January,Saturday,08:57,District 3 (Northwest),Monona,N/A,I-29,I-29,Non-collision events:  Overturn/rollover,On Roadway,Non-collision,Ran off road - left,None Indicated,Weather conditions,Daylight,Daylight,Ice,Blowing sand/soil/dirt/snow,Road surface condition,Paved,,Fatal,2,3,0,0,3,0,6000,1,5,2001 Officer TraCS,232394,4677647,2009
-90.19077804115453,41.835597354338844,229356,2009500714,2009007621,2009013713,20090129,January,Thursday,01:15,District 6 (East Central),Clinton,Clinton,US 30,US 30/S 3RD ST,Non-collision events:  Overturn/rollover,On Roadway,Non-collision,Ran off road - right,Alcohol (Statutory),None apparent,Dark - roadway lighted,Darkness,Wet,Clear,None apparent,Paved,,Fatal,1,2,0,2,0,0,9000,1,3,2001 Officer TraCS,733262,4635338,2009
-96.365789772732114,42.46880275846496,229667,2009542580,09-40032,2009050899,20091212,December,Saturday,22:30,District 3 (Northwest),Woodbury,Sioux City,,4TH AVE PL & S PAXTON ST,Collision with:  Vehicle in traffic,On Roadway,Sideswipe - same direction,Driving too fast for conditions,Alcohol (Statutory),None apparent,Dark - roadway lighted,Darkness,Slush,Clear,None apparent,Paved,,Fatal,1,0,0,0,0,0,4000,2,1,2001 Officer TraCS,223295,4707319,2009
-91.977725993749814,43.287640050818041,229820,2009537464,2009064071,2009046213,20091110,November,Tuesday,14:38,District 2 (Northeast),Winneshiek,N/A,IA 9,IA 9/IOWA 9,Collision with:  Vehicle in traffic,On Roadway,Sideswipe - opposite direction,Crossed centerline,None Indicated,None apparent,Daylight,Daylight,Dry,Clear,None apparent,Paved,,Fatal,1,0,0,0,0,0,15000,2,2,2001 Officer TraCS,582935,4793264,2009
-93.82778960216784,43.097070101777312,235230,2013764616,2013058572,2013038479,20131027,October,Sunday,18:45,District 2 (Northeast),Hancock,N/A,,225                                                                                                                                                                                                                                                           ,Collision with:  Vehicle in traffic,On Roadway,Rear-end,Followed too close,None Indicated,None apparent,Dark - roadway not lighted,Darkness,Dry,Clear,None apparent,Paved,,Fatal,1,0,0,0,0,0,3000,2,2,2001 Officer TraCS,432635,4771926,2013
-93.657334635416277,43.06755051740074,235236,2013774056,2013067585,2013047172,20131215,December,Sunday,02:30,District 2 (Northeast),Hancock,N/A,,Co Rd B40/210                                                                                                                                                                                                                                                 ,Non-collision events:  Overturn/rollover,Roadside,Non-collision,Over correcting/over steering,Alcohol (Statutory),None apparent,Dark - roadway not lighted,Darkness,Dry,Partly cloudy,None apparent,Paved,,Fatal,1,0,0,0,0,0,22000,1,1,2001 Officer TraCS,446481,4768525,2013
-93.606646237869541,41.388027925953715,235450,2013733270,2013015284,2013010889,20130313,March,Wednesday,20:08,District 5 (Southeast),Warren,N/A,,Co Rd R63/105TH AVE & HOOVER ST                                                                                                                                                                                                                               ,Collision with fixed object:  Ditch/embankment,Roadside,Non-collision,Ran off road - right,Alcohol (Statutory),None apparent,Dark - roadway not lighted,Darkness,Dry,Clear,None apparent,Paved,,Fatal,2,0,0,0,0,0,5200,1,2,2001 Officer TraCS,449281,4582010,2013
-93.647035478936829,42.004108362124974,236194,2013761290,2013054814,2013035490,20131003,October,Thursday,23:07,District 1 (Central),Story,Ames,US 30 ,US 30                                                                                                                                                                                                                                                         ,Collision with:  Non-motorist (see non-motorist type),On Roadway,Non-collision,Other (explain in narrative):  No improper action,None Indicated,Pedestrian action,Dark - roadway not lighted,Darkness,Dry,Cloudy,None apparent,Paved,,Fatal,1,0,0,0,0,0,8000,1,1,2001 Officer TraCS,446418,4650434,2013
-93.625801258025064,41.607687707479975,236502,2013730580,20130007493,2013008637,20130316,March,Saturday,00:45,District 1 (Central),Polk,Des Moines,,COLLEGE AVE & 6TH AVE                                                                                                                                                                                                                                         ,Collision with:  Non-motorist (see non-motorist type),On Roadway,Non-collision,Unknown,None Indicated,Pedestrian action,Dark - roadway lighted,Darkness,Dry,Clear,Unknown,Paved,,Fatal,1,1,0,0,0,1,1000,1,1,2001 Officer TraCS,447856,4606408,2013
-91.823873841738887,42.745460285029296,236773,2013764569,2013056266,2013038433,20131013,October,Sunday,19:06,District 2 (Northeast),Fayette,N/A,,L AVE & 80TH ST                                                                                                                                                                                                                                               ,Collision with:  Vehicle in/from other roadway,On Roadway,Broadside,FTYROW:  At uncontrolled intersection,Drug,Physical obstruction,Dark - roadway not lighted,Darkness,Sand/mud/dirt/oil/gravel,Clear,None apparent,Unpaved,,Fatal,2,3,3,0,0,0,20000,2,5,2001 Officer TraCS,596260,4733219,2013
-92.123748426583504,42.634957408960283,236796,2013728247,13-19865,2013006614,20130228,February,Thursday,08:20,District 2 (Northeast),Black Hawk,Dunkerton,IA 281,IA 281/FAIRBANK RD                                                                                                                                                                                                                                            ,Collision with:  Vehicle in/from other roadway,On Roadway,Head-on,Driving too fast for conditions,None Indicated,Weather conditions,Daylight,Daylight,Ice,Blowing sand/soil/dirt/snow,Road surface condition,Paved,,Fatal,1,2,1,1,0,0,15000,2,4,2001 Officer TraCS,571844,4720650,2013
